Brand	Model	Variant	Price (INR)	Price (Lakhs)	Fuel Type	Transmission	Engine (cc)	Power (bhp)	Torque (Nm)	Mileage	Seating	Boot (L)	Ground Clearance (mm)	Year
Land Rover	Range Rover Velar	2.0 l Diesel Autobiography	8390000	83.90	Diesel	8-Speed	1997	150	430	15.8	5	673	156	2026
Lexus	ES	300h Exquisite	6265000	62.65	Petrol	Automatic	2487	175	221	18	5	454	151	2026
Lexus	ES	300h Luxury	6823000	68.23	Petrol	Automatic	2487	175	221	18	5	454	151	2026
Lexus	LM	350h 7-Seater VIP	21538000	215.38	Petrol	Automatic	2487	190	242	0	7	752	150	2026
Lexus	LM	350h 4-Seater Ultra Luxury	26923000	269.23	Petrol	Automatic	2487	190	242	0	4	752	150	2026
Lexus	LS	500h Distinct	19371000	193.71	Petrol	Automatic	3456	292	350	15.4	4	480	147	2026
Lexus	LS	500h Luxury	19552000	195.52	Petrol	Automatic	3456	292	350	15.4	4	480	147	2026
Lexus	LS	500h Ultra Luxury	20143000	201.43	Petrol	Automatic	3456	292	350	15.4	4	480	147	2026
Lexus	LS	500h Kiriko	22679000	226.79	Petrol	Automatic	3456	292	350	15.4	4	480	147	2026
Lexus	LS	500h Nishijin	22679000	226.79	Petrol	Automatic	3456	292	350	15.4	4	480	147	2026
Lexus	NX	350h Exquisite	6659000	66.59	Petrol	Automatic	2487	187	239	15	5	520	195	2026
Lexus	NX	350h Overtrail	7037000	70.37	Petrol	Automatic	2487	187	239	15	5	520	195	2026
Lexus	NX	350h Luxury	7126000	71.26	Petrol	Automatic	2487	187	239	15	5	520	195	2026
Lexus	NX	350h F-sport	7340000	73.40	Petrol	Automatic	2487	187	239	15	5	520	195	2026
Lexus	RX	350h Luxury Premium System	9613000	96.13	Petrol	Automatic	2393	268	460	15	5	505	195	2026
Lexus	RX	500h F-SPORT Premium System	11846000	118.46	Petrol	6-speed	2393	268	460	15	5	505	195	2026
Mahindra	BE 6	Pack One (Base)	1890001	18.90	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack One 7.2 kW Charger	1940000	19.40	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack One 11.2 kW Charger	1965001	19.65	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack One Above	2050001	20.50	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack One Above 7.2 kW Charger	2100000	21.00	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack One Above 11.2 kW Charger	2125001	21.25	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two (Base)	2190001	21.90	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two 7.2 kW Charger	2240000	22.40	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two 11.2 kW Charger	2265001	22.65	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two 79 kWh	2350000	23.50	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two 79 kWh 7.2 kW Charger	2400001	24.00	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Two 79 kWh 11.2 kW Charger	2425001	24.25	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	FE2	2369000	23.69	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three Select	2450001	24.50	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three Select 7.2 kW Charger	2500000	25.00	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three Select 11.2 kW Charger	2525001	25.25	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three (Base)	2690000	26.90	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three 79 kWh 7.2 kW Charger	2740000	27.40	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	Pack Three 79 kWh 11.2 kW Charger	2765000	27.65	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	BE 6	FE3	2449000	24.49	Electric	Automatic	EV	282	380	683 km	5		207	2024
Mahindra	Bolero	B4	799000	7.99	Diesel	Manual	1493	74.96	210	16 kmpl	7			2024
Mahindra	Bolero	B6	869000	8.69	Diesel	Manual	1493	74.96	210	16 kmpl	7			2024
Mahindra	Bolero	B6 Opt	909000	9.09	Diesel	Manual	1493	74.96	210	16 kmpl	7			2024
Mahindra	Bolero	B8	969000	9.69	Diesel	Manual	1493	74.96	210	16 kmpl	7			2024
Mahindra	Bolero Camper	2WD Non-AC	985000	9.85	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	4WD Diesel	997699	9.98	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	ZX	999899	10.00	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	4WD Non-AC	1013001	10.13	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	GOLD ZX	1020000	10.20	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	GOLD RX	1025000	10.25	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Camper	GOLD RX 4WD	1049000	10.49	Diesel	Manual	2523	80.05	220	16 kmpl	5		185	2024
Mahindra	Bolero Neo	N4	849000	8.49	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Bolero Neo	N8	929000	9.29	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Bolero Neo	N10 R	979000	9.79	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Bolero Neo	N10	997000	9.97	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Bolero Neo	N11	999000	9.99	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Bolero Neo	N10 Opt	1049000	10.49	Diesel	Manual	1493	98.56	260	17.29 kmpl	7		180	2024
Mahindra	Marazzo	M2 8Str	1405900	14.06	Diesel	Manual	1497	120.96	300	17.3 kmpl	8		200	2024
Mahindra	Marazzo	M2	1405900	14.06	Diesel	Manual	1497	120.96	300	17.3 kmpl	7		200	2024
Mahindra	Marazzo	M4 Plus	1527800	15.28	Diesel	Manual	1497	120.96	300	17.3 kmpl	7		200	2024
Mahindra	Marazzo	M4 Plus 8Str	1535700	15.36	Diesel	Manual	1497	120.96	300	17.3 kmpl	8		200	2024
Mahindra	Marazzo	M6 Plus	1630000	16.30	Diesel	Manual	1497	120.96	300	17.3 kmpl	7		200	2024
Mahindra	Marazzo	M6 Plus 8Str	1637900	16.38	Diesel	Manual	1497	120.96	300	17.3 kmpl	8		200	2024
Mahindra	Scorpio Classic	S	1297701	12.98	Diesel	Manual	2184	130	370	14.44 kmpl	7			2024
Mahindra	Scorpio Classic	S 9 Seater	1319398	13.19	Diesel	Manual	2184	130	370	14.44 kmpl	9			2024
Mahindra	Scorpio Classic	S 11 7CC	1670498	16.70	Diesel	Manual	2184	130	370	14.44 kmpl	7			2024
Mahindra	Scorpio Classic	S 11	1670498	16.70	Diesel	Manual	2184	130	370	14.44 kmpl	7			2024
Mahindra	Thar	AXT RWD Diesel	999000	9.99	Diesel	Manual	2184	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT RWD Diesel	1219000	12.19	Diesel	Manual	2184	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT RWD AT (Petrol)	1399000	13.99	Petrol	Automatic	1997	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT 4WD (Petrol)	1469000	14.69	Petrol	Manual	1997	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT 4WD Diesel	1549000	15.49	Diesel	Manual	2184	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT 4WD AT (Petrol)	1625000	16.25	Petrol	Automatic	1997	130	300	11 kmpl	4		226	2024
Mahindra	Thar	LXT 4WD Diesel AT	1699000	16.99	Diesel	Automatic	2184	130	300	11 kmpl	4		226	2024
Mahindra	Thar Roxx	MX1 RWD (Petrol)	1239001	12.39	Petrol	Manual	1997	172	370	12.4 kmpl	5			2024
Mahindra	Thar Roxx	MX1 RWD Diesel	1360000	13.60	Diesel	Manual	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	MX3 RWD AT (Petrol)	1457001	14.57	Petrol	Automatic	1997	172	370	12.4 kmpl	5			2024
Mahindra	Thar Roxx	MX3 RWD Diesel	1549001	15.49	Diesel	Manual	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	MX5 RWD (Petrol)	1590000	15.90	Petrol	Manual	1997	172	370	12.4 kmpl	5			2024
Mahindra	Thar Roxx	MX5 RWD Diesel	1649001	16.49	Diesel	Manual	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	Star Edition Diesel (RWD)	1685000	16.85	Diesel	Manual	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	Star Edition Diesel AT	1685000	16.85	Diesel	Automatic	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	MX3 RWD Diesel AT	1695001	16.95	Diesel	Automatic	2184	172	370	15.2 kmpl	5			2024
Mahindra	Thar Roxx	MX5 RWD AT (Petrol)	1735000	17.35	Petrol	Automatic	1997	172	370	12.4 kmpl	5			2024
Mahindra	Thar Roxx	Star Edition AT (Petrol)	1785000	17.85	Petrol	Automatic	1997	172	370	12.4 kmpl	5			2024
Mahindra	Thar Roxx	MX5 RWD Diesel AT	1790001	17.90	Diesel	Automatic	2184	172	370	15.2 kmpl	5			2024
