category,brand,model,status,brand_id,matched_slug,image_count,note
3w,Piaggio Ape,E-City,hero_present,piaggio-ape,e-city.jpg,1,local 3W hero image present
3w,Piaggio Ape,E-Xtra FX Max,hero_present,piaggio-ape,e-xtra-fx-max.jpg,1,local 3W hero image present
3w,Piaggio Ape,Metro,hero_present,piaggio-ape,metro.jpg,1,local 3W hero image present
3w,Piaggio Ape,NXT+,hero_present,piaggio-ape,nxt-plus.jpg,1,local 3W hero image present
3w,Piaggio Ape,Xtra HD,hero_present,piaggio-ape,xtra-hd.jpg,1,local 3W hero image present
3w,Piaggio Ape,Xtra LDX CNG,hero_present,piaggio-ape,xtra-ldx-cng.jpg,1,local 3W hero image present
3w,Piaggio Ape,Xtra LDX Diesel,hero_present,piaggio-ape,xtra-ldx-diesel.jpg,1,local 3W hero image present
3w,Piaggio Ape,Xtra LDX Plus,hero_present,piaggio-ape,xtra-ldx-plus.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri DV,hero_present,saera-ev,mayuri-dv.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri E Cart Loader,hero_present,saera-ev,mayuri-e-cart-loader.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Grand,hero_present,saera-ev,mayuri-grand.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Pro 1000,hero_present,saera-ev,mayuri-pro-1000.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Pro Star,hero_present,saera-ev,mayuri-pro-star.jpg,1,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Star,hero_present,saera-ev,mayuri-star.jpg,1,local 3W hero image present
3w,Terra Motors,Kyoro L5,hero_present,terra-motors,kyoro-l5.jpg,1,local 3W hero image present
3w,Terra Motors,Kyoto,hero_present,terra-motors,kyoto.jpg,1,local 3W hero image present
3w,Terra Motors,Rizin,hero_present,terra-motors,rizin.jpg,1,local 3W hero image present
3w,Terra Motors,Sumo,hero_present,terra-motors,sumo.jpg,1,local 3W hero image present
3w,Terra Motors,Y4A,hero_present,terra-motors,y4a-pro.jpg,1,local 3W hero image present
3w,Terra Motors,Y4A Pro,hero_present,terra-motors,y4a-pro.jpg,1,local 3W hero image present
3w,TVS King,King Deluxe,hero_present,tvs-king,king-deluxe.jpg,1,local 3W hero image present
3w,TVS King,King Duramax,hero_present,tvs-king,king-duramax-plus.jpg,1,local 3W hero image present
3w,TVS King,King Duramax Plus,hero_present,tvs-king,king-duramax-plus.jpg,1,local 3W hero image present
3w,TVS King,King EP1,hero_present,tvs-king,king-ep1.jpg,1,local 3W hero image present
3w,TVS King,King EV Max,hero_present,tvs-king,king-ev-max.jpg,1,local 3W hero image present
3w,TVS King,King Kargo,hero_present,tvs-king,king-kargo-hd-ev.jpg,1,local 3W hero image present
3w,TVS King,King Kargo HD EV,hero_present,tvs-king,king-kargo-hd-ev.jpg,1,local 3W hero image present
3w,YC Electric,E Loader,hero_present,yc-ev,e-loader.jpg,1,local 3W hero image present
3w,YC Electric,Yatri,hero_present,yc-ev,yatri-cart.jpg,1,local 3W hero image present
3w,YC Electric,Yatri Cart,hero_present,yc-ev,yatri-cart.jpg,1,local 3W hero image present
3w,YC Electric,Yatri Deluxe,hero_present,yc-ev,yatri-deluxe.jpg,1,local 3W hero image present
